144072 verbose linkMans has-tostringtag@1.0.2
144073 verbose rebuildBundles has-tostringtag@1.0.2
144074 info install has-tostringtag@1.0.2
144075 info install has-tostringtag@1.0.2
144076 verbose linkBins has-tostringtag@1.0.2
144077 verbose linkMans has-tostringtag@1.0.2
144078 verbose rebuildBundles has-tostringtag@1.0.2
144079 info install has-tostringtag@1.0.2
144080 info install has-tostringtag@1.0.2
144081 verbose linkBins has-tostringtag@1.0.2
144082 verbose linkMans has-tostringtag@1.0.2
144083 verbose rebuildBundles has-tostringtag@1.0.2
144084 info install has-tostringtag@1.0.2
144085 info install has-tostringtag@1.0.2
144086 info install has-tostringtag@1.0.2
144087 info install has-tostringtag@1.0.2
144088 info install has-tostringtag@1.0.2
144089 info install has-tostringtag@1.0.2
144090 info install has-tostringtag@1.0.2
144091 info install has-tostringtag@1.0.2
144092 info postinstall has-tostringtag@1.0.2
144093 info install has-tostringtag@1.0.2
146669 verbose about to build /Users/sam/Work/Tech-test/node_modules/eslint-plugin-react/node_modules/jsx-ast-utils/node_modules/array.prototype.flat/node_modules/es-abstract/node_modules/typed-array-byte-offset/node_modules/reflect.getprototypeof/node_modules/which-builtin-type/node_modules/which-boxed-primitive/node_modules/is-bigint
146670 info build /Users/sam/Work/Tech-test/node_modules/eslint-plugin-react/node_modules/jsx-ast-utils/node_modules/array.prototype.flat/node_modules/es-abstract/node_modules/typed-array-byte-offset/node_modules/reflect.getprototypeof/node_modules/which-builtin-type/node_modules/which-boxed-primitive/node_modules/is-bigint
146671 info postinstall has-bigints@1.1.0
146672 silly prepareForInstallMany adding is-number@^7.0.0 from to-regex-range dependencies
146673 verbose readDependencies loading dependencies from /Users/sam/Work/Tech-test/node_modules/typescript-eslint/node_modules/@typescript-eslint/parser/node_modules/@typescript-eslint/typescript-estree/node_modules/fast-glob/node_modules/micromatch/node_modules/braces/node_modules/fill-range/node_modules/to-regex-range/package.json
146674 verbose unlock done using /Users/sam/.npm/_locks/has-bigints-55418cdae67a6f97.lock for /Users/sam/Work/Tech-test/node_modules/eslint-plugin-react/node_modules/array.prototype.tosorted/node_modules/es-abstract/node_modules/typed-array-length/node_modules/reflect.getprototypeof/node_modules/which-builtin-type/node_modules/which-boxed-primitive/node_modules/is-bigint/node_modules/has-bigints
146675 verbose about to build /Users/sam/Work/Tech-test/node_modules/eslint-plugin-react/node_modules/array.prototype.tosorted/node_modules/es-abstract/node_modules/typed-array-length/node_modules/reflect.getprototypeof/node_modules/which-builtin-type/node_modules/which-boxed-primitive/node_modules/is-bigint
146676 info build /Users/sam/Work/Tech-test/node_modules/eslint-plugin-react/node_modules/array.prototype.tosorted/node_modules/es-abstract/node_modules/typed-array-length/node_modules/reflect.getprototypeof/node_modules/which-builtin-type/node_modules/which-boxed-primitive/node_modules/is-bigint
146677 info postinstall has-bigints@1.1.0
146678 info postinstall has-bigints@1.1.0
146679 verbose unlock done using /Users/sam/.npm/_locks/has-bigints-d4aac82e36e96ef0.lock for /Users/sam/Work/Tech-test/node_modules/eslint-plugin-react/node_modules/object.fromentries/node_modules/es-abstract/node_modules/typed-array-byte-offset/node_modules/reflect.getprototypeof/node_modules/which-builtin-type/node_modules/which-boxed-primitive/node_modules/is-bigint/node_modules/has-bigints
146680 verbose about to build /Users/sam/Work/Tech-test/node_modules/eslint-plugin-react/node_modules/object.fromentries/node_modules/es-abstract/node_modules/typed-array-byte-offset/node_modules/reflect.getprototypeof/node_modules/which-builtin-type/node_modules/which-boxed-primitive/node_modules/is-bigint
146681 info build /Users/sam/Work/Tech-test/node_modules/eslint-plugin-react/node_modules/object.fromentries/node_modules/es-abstract/node_modules/typed-array-byte-offset/node_modules/reflect.getprototypeof/node_modules/which-builtin-type/node_modules/which-boxed-primitive/node_modules/is-bigint
146682 verbose unlock done using /Users/sam/.npm/_locks/has-bigints-9001899a60793fd7.lock for /Users/sam/Work/Tech-test/node_modules/eslint-plugin-react/node_modules/string.prototype.repeat/node_modules/es-abstract/node_modules/typed-array-length/node_modules/reflect.getprototypeof/node_modules/which-builtin-type/node_modules/which-boxed-primitive/node_modules/is-bigint/node_modules/has-bigints
146683 verbose about to build /Users/sam/Work/Tech-test/node_modules/eslint-plugin-react/node_modules/string.prototype.repeat/node_modules/es-abstract/node_modules/typed-array-length/node_modules/reflect.getprototypeof/node_modules/which-builtin-type/node_modules/which-boxed-primitive/node_modules/is-bigint
146684 info build /Users/sam/Work/Tech-test/node_modules/eslint-plugin-react/node_modules/string.prototype.repeat/node_modules/es-abstract/node_modules/typed-array-length/node_modules/reflect.getprototypeof/node_modules/which-builtin-type/node_modules/which-boxed-primitive/node_modules/is-bigint
146685 verbose unlock done using /Users/sam/.npm/_locks/has-bigints-b3b41d742a77b8d6.lock for /Users/sam/Work/Tech-test/node_modules/eslint-plugin-react/node_modules/jsx-ast-utils/node_modules/array.prototype.flat/node_modules/es-abstract/node_modules/typed-array-length/node_modules/reflect.getprototypeof/node_modules/which-builtin-type/node_modules/which-boxed-primitive/node_modules/is-bigint/node_modules/has-bigints
146686 verbose about to build /Users/sam/Work/Tech-test/node_modules/eslint-plugin-react/node_modules/jsx-ast-utils/node_modules/array.prototype.flat/node_modules/es-abstract/node_modules/typed-array-length/node_modules/reflect.getprototypeof/node_modules/which-builtin-type/node_modules/which-boxed-primitive/node_modules/is-bigint
146687 info build /Users/sam/Work/Tech-test/node_modules/eslint-plugin-react/node_modules/jsx-ast-utils/node_modules/array.prototype.flat/node_modules/es-abstract/node_modules/typed-array-length/node_modules/reflect.getprototypeof/node_modules/which-builtin-type/node_modules/which-boxed-primitive/node_modules/is-bigint
146688 info postinstall has-bigints@1.1.0
146689 info linkStuff is-bigint@1.1.0
146690 silly linkStuff is-bigint@1.1.0 has /Users/sam/Work/Tech-test/node_modules/eslint-plugin-react/node_modules/array.prototype.flatmap/node_modules/es-abstract/node_modules/typed-array-byte-offset/node_modules/reflect.getprototypeof/node_modules/which-builtin-type/node_modules/which-boxed-primitive/node_modules as its parent node_modules
146691 info linkStuff is-bigint@1.1.0
146692 silly linkStuff is-bigint@1.1.0 has /Users/sam/Work/Tech-test/node_modules/eslint-plugin-react/node_modules/string.prototype.matchall/node_modules/es-abstract/node_modules/typed-array-length/node_modules/reflect.getprototypeof/node_modules/which-builtin-type/node_modules/which-boxed-primitive/node_modules as its parent node_modules
146693 info linkStuff is-bigint@1.1.0
146694 silly linkStuff is-bigint@1.1.0 has /Users/sam/Work/Tech-test/node_modules/eslint-plugin-react/node_modules/es-iterator-helpers/node_modules/es-abstract/node_modules/typed-array-length/node_modules/reflect.getprototypeof/node_modules/which-builtin-type/node_modules/which-boxed-primitive/node_modules as its parent node_modules
146695 verbose unlock done using /Users/sam/.npm/_locks/has-bigints-efa0957066417373.lock for /Users/sam/Work/Tech-test/node_modules/eslint-plugin-react/node_modules/array.prototype.tosorted/node_modules/es-abstract/node_modules/typed-array-byte-offset/node_modules/reflect.getprototypeof/node_modules/which-builtin-type/node_modules/which-boxed-primitive/node_modules/is-bigint/node_modules/has-bigints
146696 verbose about to build /Users/sam/Work/Tech-test/node_modules/eslint-plugin-react/node_modules/array.prototype.tosorted/node_modules/es-abstract/node_modules/typed-array-byte-offset/node_modules/reflect.getprototypeof/node_modules/which-builtin-type/node_modules/which-boxed-primitive/node_modules/is-bigint
146697 info build /Users/sam/Work/Tech-test/node_modules/eslint-plugin-react/node_modules/array.prototype.tosorted/node_modules/es-abstract/node_modules/typed-array-byte-offset/node_modules/reflect.getprototypeof/node_modules/which-builtin-type/node_modules/which-boxed-primitive/node_modules/is-bigint
146698 verbose unlock done using /Users/sam/.npm/_locks/has-bigints-64e93c83a7469c7d.lock for /Users/sam/Work/Tech-test/node_modules/eslint-plugin-react/node_modules/array.prototype.findlast/node_modules/es-abstract/node_modules/typed-array-byte-offset/node_modules/reflect.getprototypeof/node_modules/which-builtin-type/node_modules/which-boxed-primitive/node_modules/is-bigint/node_modules/has-bigints
146699 verbose about to build /Users/sam/Work/Tech-test/node_modules/eslint-plugin-react/node_modules/array.prototype.findlast/node_modules/es-abstract/node_modules/typed-array-byte-offset/node_modules/reflect.getprototypeof/node_modules/which-builtin-type/node_modules/which-boxed-primitive/node_modules/is-bigint
146700 info build /Users/sam/Work/Tech-test/node_modules/eslint-plugin-react/node_modules/array.prototype.findlast/node_modules/es-abstract/node_modules/typed-array-byte-offset/node_modules/reflect.getprototypeof/node_modules/which-builtin-type/node_modules/which-boxed-primitive/node_modules/is-bigint
146701 info linkStuff is-bigint@1.1.0
146702 silly linkStuff is-bigint@1.1.0 has /Users/sam/Work/Tech-test/node_modules/eslint-plugin-react/node_modules/array.prototype.findlast/node_modules/es-abstract/node_modules/typed-array-length/node_modules/reflect.getprototypeof/node_modules/which-builtin-type/node_modules/which-boxed-primitive/node_modules as its parent node_modules
146703 info linkStuff is-bigint@1.1.0
146704 silly linkStuff is-bigint@1.1.0 has /Users/sam/Work/Tech-test/node_modules/eslint-plugin-react/node_modules/string.prototype.matchall/node_modules/es-abstract/node_modules/typed-array-byte-offset/node_modules/reflect.getprototypeof/node_modules/which-builtin-type/node_modules/which-boxed-primitive/node_modules as its parent node_modules
146705 info linkStuff is-bigint@1.1.0
146706 silly linkStuff is-bigint@1.1.0 has /Users/sam/Work/Tech-test/node_modules/eslint-plugin-react/node_modules/string.prototype.repeat/node_modules/es-abstract/node_modules/typed-array-byte-offset/node_modules/reflect.getprototypeof/node_modules/which-builtin-type/node_modules/which-boxed-primitive/node_modules as its parent node_modules
146707 info linkStuff is-bigint@1.1.0
146708 silly linkStuff is-bigint@1.1.0 has /Users/sam/Work/Tech-test/node_modules/eslint-plugin-react/node_modules/array-includes/node_modules/es-abstract/node_modules/typed-array-byte-offset/node_modules/reflect.getprototypeof/node_modules/which-builtin-type/node_modules/which-boxed-primitive/node_modules as its parent node_modules
146709 info linkStuff is-bigint@1.1.0
146710 silly linkStuff is-bigint@1.1.0 has /Users/sam/Work/Tech-test/node_modules/eslint-plugin-react/node_modules/array.prototype.flatmap/node_modules/es-abstract/node_modules/typed-array-length/node_modules/reflect.getprototypeof/node_modules/which-builtin-type/node_modules/which-boxed-primitive/node_modules as its parent node_modules
146711 verbose unlock done using /Users/sam/.npm/_locks/has-bigints-d4cfc9f83ea36503.lock for /Users/sam/Work/Tech-test/node_modules/eslint-plugin-react/node_modules/object.fromentries/node_modules/es-abstract/node_modules/typed-array-length/node_modules/reflect.getprototypeof/node_modules/which-builtin-type/node_modules/which-boxed-primitive/node_modules/is-bigint/node_modules/has-bigints
146712 verbose about to build /Users/sam/Work/Tech-test/node_modules/eslint-plugin-react/node_modules/object.fromentries/node_modules/es-abstract/node_modules/typed-array-length/node_modules/reflect.getprototypeof/node_modules/which-builtin-type/node_modules/which-boxed-primitive/node_modules/is-bigint
146713 info build /Users/sam/Work/Tech-test/node_modules/eslint-plugin-react/node_modules/object.fromentries/node_modules/es-abstract/node_modules/typed-array-length/node_modules/reflect.getprototypeof/node_modules/which-builtin-type/node_modules/which-boxed-primitive/node_modules/is-bigint
146714 verbose unlock done using /Users/sam/.npm/_locks/has-bigints-b118d48d585c50d1.lock for /Users/sam/Work/Tech-test/node_modules/eslint-plugin-react/node_modules/array-includes/node_modules/es-abstract/node_modules/typed-array-length/node_modules/reflect.getprototypeof/node_modules/which-builtin-type/node_modules/which-boxed-primitive/node_modules/is-bigint/node_modules/has-bigints
146715 verbose about to build /Users/sam/Work/Tech-test/node_modules/eslint-plugin-react/node_modules/array-includes/node_modules/es-abstract/node_modules/typed-array-length/node_modules/reflect.getprototypeof/node_modules/which-builtin-type/node_modules/which-boxed-primitive/node_modules/is-bigint
146716 info build /Users/sam/Work/Tech-test/node_modules/eslint-plugin-react/node_modules/array-includes/node_modules/es-abstract/node_modules/typed-array-length/node_modules/reflect.getprototypeof/node_modules/which-builtin-type/node_modules/which-boxed-primitive/node_modules/is-bigint
146717 info linkStuff is-bigint@1.1.0
146718 silly linkStuff is-bigint@1.1.0 has /Users/sam/Work/Tech-test/node_modules/eslint-plugin-react/node_modules/es-iterator-helpers/node_modules/es-abstract/node_modules/typed-array-byte-offset/node_modules/reflect.getprototypeof/node_modules/which-builtin-type/node_modules/which-boxed-primitive/node_modules as its parent node_modules
146719 info linkStuff is-bigint@1.1.0
146720 silly linkStuff is-bigint@1.1.0 has /Users/sam/Work/Tech-test/node_modules/eslint-plugin-react/node_modules/jsx-ast-utils/node_modules/array.prototype.flat/node_modules/es-abstract/node_modules/typed-array-byte-offset/node_modules/reflect.getprototypeof/node_modules/which-builtin-type/node_modules/which-boxed-primitive/node_modules as its parent node_modules
146721 info linkStuff is-bigint@1.1.0
146722 silly linkStuff is-bigint@1.1.0 has /Users/sam/Work/Tech-test/node_modules/eslint-plugin-react/node_modules/array.prototype.tosorted/node_modules/es-abstract/node_modules/typed-array-length/node_modules/reflect.getprototypeof/node_modules/which-builtin-type/node_modules/which-boxed-primitive/node_modules as its parent node_modules
146723 info linkStuff is-bigint@1.1.0
146724 silly linkStuff is-bigint@1.1.0 has /Users/sam/Work/Tech-test/node_modules/eslint-plugin-react/node_modules/object.fromentries/node_modules/es-abstract/node_modules/typed-array-byte-offset/node_modules/reflect.getprototypeof/node_modules/which-builtin-type/node_modules/which-boxed-primitive/node_modules as its parent node_modules
146725 info linkStuff is-bigint@1.1.0
146726 silly linkStuff is-bigint@1.1.0 has /Users/sam/Work/Tech-test/node_modules/eslint-plugin-react/node_modules/string.prototype.repeat/node_modules/es-abstract/node_modules/typed-array-length/node_modules/reflect.getprototypeof/node_modules/which-builtin-type/node_modules/which-boxed-primitive/node_modules as its parent node_modules
146727 info linkStuff is-bigint@1.1.0
146728 silly linkStuff is-bigint@1.1.0 has /Users/sam/Work/Tech-test/node_modules/eslint-plugin-react/node_modules/jsx-ast-utils/node_modules/array.prototype.flat/node_modules/es-abstract/node_modules/typed-array-length/node_modules/reflect.getprototypeof/node_modules/which-builtin-type/node_modules/which-boxed-primitive/node_modules as its parent node_modules
146729 info linkStuff is-bigint@1.1.0
146730 silly linkStuff is-bigint@1.1.0 has /Users/sam/Work/Tech-test/node_modules/eslint-plugin-react/node_modules/array.prototype.tosorted/node_modules/es-abstract/node_modules/typed-array-byte-offset/node_modules/reflect.getprototypeof/node_modules/which-builtin-type/node_modules/which-boxed-primitive/node_modules as its parent node_modules
146731 silly cache add args [ 'is-number@^7.0.0', null ]
146732 verbose cache add spec is-number@^7.0.0
146733 silly cache add parsed spec Result {
146733 silly cache add   raw: 'is-number@^7.0.0',
146733 silly cache add   scope: null,
146733 silly cache add   name: 'is-number',
146733 silly cache add   rawSpec: '^7.0.0',
146733 silly cache add   spec: '>=7.0.0 <8.0.0',
146733 silly cache add   type: 'range'
146733 silly cache add }
146734 silly addNamed is-number@>=7.0.0 <8.0.0
146735 verbose addNamed ">=7.0.0 <8.0.0" is a valid semver range for is-number
146736 silly addNameRange { name: 'is-number', range: '>=7.0.0 <8.0.0', hasData: false }
146737 silly mapToRegistry name is-number
146738 silly mapToRegistry using default registry
146739 silly mapToRegistry registry https://registry.npmmirror.com/
146740 silly mapToRegistry data Result {
146740 silly mapToRegistry   raw: 'is-number',
146740 silly mapToRegistry   scope: null,
146740 silly mapToRegistry   name: 'is-number',
146740 silly mapToRegistry   rawSpec: '',
146740 silly mapToRegistry   spec: 'latest',
146740 silly mapToRegistry   type: 'tag'
146740 silly mapToRegistry }
146741 silly mapToRegistry uri https://registry.npmmirror.com/is-number
146742 verbose addNameRange registry:https://registry.npmmirror.com/is-number not in flight; fetching
146743 silly cache add args [ 'is-number@^7.0.0', null ]
146744 verbose cache add spec is-number@^7.0.0
146745 silly cache add parsed spec Result {
146745 silly cache add   raw: 'is-number@^7.0.0',
146745 silly cache add   scope: null,
146745 silly cache add   name: 'is-number',
146745 silly cache add   rawSpec: '^7.0.0',
146745 silly cache add   spec: '>=7.0.0 <8.0.0',
146745 silly cache add   type: 'range'
146745 silly cache add }
146746 silly addNamed is-number@>=7.0.0 <8.0.0
146747 verbose addNamed ">=7.0.0 <8.0.0" is a valid semver range for is-number
146748 silly addNameRange { name: 'is-number', range: '>=7.0.0 <8.0.0', hasData: false }
146749 silly mapToRegistry name is-number
146750 silly mapToRegistry using default registry
146751 silly mapToRegistry registry https://registry.npmmirror.com/
146752 silly mapToRegistry data Result {
146752 silly mapToRegistry   raw: 'is-number',
146752 silly mapToRegistry   scope: null,
146752 silly mapToRegistry   name: 'is-number',
146752 silly mapToRegistry   rawSpec: '',
146752 silly mapToRegistry   spec: 'latest',
146752 silly mapToRegistry   type: 'tag'
146752 silly mapToRegistry }
146753 silly mapToRegistry uri https://registry.npmmirror.com/is-number
146754 verbose addNameRange registry:https://registry.npmmirror.com/is-number already in flight; waiting
146755 info linkStuff is-bigint@1.1.0
146756 silly linkStuff is-bigint@1.1.0 has /Users/sam/Work/Tech-test/node_modules/eslint-plugin-react/node_modules/array.prototype.findlast/node_modules/es-abstract/node_modules/typed-array-byte-offset/node_modules/reflect.getprototypeof/node_modules/which-builtin-type/node_modules/which-boxed-primitive/node_modules as its parent node_modules
146757 info linkStuff is-bigint@1.1.0
146758 silly linkStuff is-bigint@1.1.0 has /Users/sam/Work/Tech-test/node_modules/eslint-plugin-react/node_modules/array-includes/node_modules/es-abstract/node_modules/typed-array-length/node_modules/reflect.getprototypeof/node_modules/which-builtin-type/node_modules/which-boxed-primitive/node_modules as its parent node_modules
146759 info linkStuff is-bigint@1.1.0
146760 silly linkStuff is-bigint@1.1.0 has /Users/sam/Work/Tech-test/node_modules/eslint-plugin-react/node_modules/object.fromentries/node_modules/es-abstract/node_modules/typed-array-length/node_modules/reflect.getprototypeof/node_modules/which-builtin-type/node_modules/which-boxed-primitive/node_modules as its parent node_modules
146761 verbose request uri https://registry.npmmirror.com/is-number
146762 verbose request no auth needed
146763 info attempt registry request try #1 at 10:20:41 PM
146764 http request GET https://registry.npmmirror.com/is-number
146765 verbose linkBins is-bigint@1.1.0
146766 verbose linkMans is-bigint@1.1.0
146767 verbose rebuildBundles is-bigint@1.1.0
146768 verbose linkBins is-bigint@1.1.0
146769 verbose linkMans is-bigint@1.1.0
146770 verbose rebuildBundles is-bigint@1.1.0
146771 silly cache add args [ 'is-number@^7.0.0', null ]
146772 verbose cache add spec is-number@^7.0.0
146773 silly cache add parsed spec Result {
146773 silly cache add   raw: 'is-number@^7.0.0',
146773 silly cache add   scope: null,
146773 silly cache add   name: 'is-number',
146773 silly cache add   rawSpec: '^7.0.0',
146773 silly cache add   spec: '>=7.0.0 <8.0.0',
146773 silly cache add   type: 'range'
146773 silly cache add }
146774 silly addNamed is-number@>=7.0.0 <8.0.0
146775 verbose addNamed ">=7.0.0 <8.0.0" is a valid semver range for is-number
146776 silly addNameRange { name: 'is-number', range: '>=7.0.0 <8.0.0', hasData: false }
146777 silly mapToRegistry name is-number
146778 silly mapToRegistry using default registry
146779 silly mapToRegistry registry https://registry.npmmirror.com/
146780 silly mapToRegistry data Result {
146780 silly mapToRegistry   raw: 'is-number',
146780 silly mapToRegistry   scope: null,
146780 silly mapToRegistry   name: 'is-number',
146780 silly mapToRegistry   rawSpec: '',
146780 silly mapToRegistry   spec: 'latest',
146780 silly mapToRegistry   type: 'tag'
146780 silly mapToRegistry }
146781 silly mapToRegistry uri https://registry.npmmirror.com/is-number
146782 verbose addNameRange registry:https://registry.npmmirror.com/is-number already in flight; waiting
146783 verbose rebuildBundles [ 'has-bigints' ]
146784 info install is-bigint@1.1.0
146785 verbose linkBins is-bigint@1.1.0
146786 verbose linkMans is-bigint@1.1.0
146787 verbose rebuildBundles is-bigint@1.1.0
146788 verbose linkBins is-bigint@1.1.0
146789 verbose linkMans is-bigint@1.1.0
146790 verbose rebuildBundles is-bigint@1.1.0
146791 verbose linkBins is-bigint@1.1.0
146792 verbose linkMans is-bigint@1.1.0
146793 verbose rebuildBundles is-bigint@1.1.0
146794 verbose rebuildBundles [ 'has-bigints' ]
146795 info install is-bigint@1.1.0
146796 verbose linkBins is-bigint@1.1.0
146797 verbose linkMans is-bigint@1.1.0
146798 verbose rebuildBundles is-bigint@1.1.0
146799 verbose linkBins is-bigint@1.1.0
146800 verbose linkMans is-bigint@1.1.0
146801 verbose rebuildBundles is-bigint@1.1.0
146802 verbose linkBins is-bigint@1.1.0
146803 verbose linkMans is-bigint@1.1.0
146804 verbose rebuildBundles is-bigint@1.1.0
146805 verbose rebuildBundles [ 'has-bigints' ]
146806 info install is-bigint@1.1.0
146807 verbose rebuildBundles [ 'has-bigints' ]
146808 info install is-bigint@1.1.0
146809 verbose rebuildBundles [ 'has-bigints' ]
146810 info install is-bigint@1.1.0
146811 verbose linkBins is-bigint@1.1.0
146812 verbose linkMans is-bigint@1.1.0
146813 verbose rebuildBundles is-bigint@1.1.0
146814 verbose linkBins is-bigint@1.1.0
146815 verbose linkMans is-bigint@1.1.0
146816 verbose rebuildBundles is-bigint@1.1.0
146817 verbose rebuildBundles [ 'has-bigints' ]
146818 info install is-bigint@1.1.0
146819 verbose rebuildBundles [ 'has-bigints' ]
146820 info install is-bigint@1.1.0
146821 verbose rebuildBundles [ 'has-bigints' ]
146822 info install is-bigint@1.1.0
146823 info postinstall is-bigint@1.1.0
146824 info postinstall is-bigint@1.1.0
146825 verbose rebuildBundles [ 'has-bigints' ]
146826 info install is-bigint@1.1.0
146827 verbose rebuildBundles [ 'has-bigints' ]
146828 info install is-bigint@1.1.0
146829 verbose linkBins is-bigint@1.1.0
146830 verbose linkMans is-bigint@1.1.0
146831 verbose rebuildBundles is-bigint@1.1.0
146832 verbose linkBins is-bigint@1.1.0
146833 verbose linkMans is-bigint@1.1.0
146834 verbose rebuildBundles is-bigint@1.1.0
146835 info postinstall is-bigint@1.1.0
146836 info postinstall is-bigint@1.1.0
146837 verbose linkBins is-bigint@1.1.0
146838 verbose linkMans is-bigint@1.1.0
146839 verbose rebuildBundles is-bigint@1.1.0
146840 info postinstall is-bigint@1.1.0
146841 verbose linkBins is-bigint@1.1.0
146842 verbose linkMans is-bigint@1.1.0
146843 verbose rebuildBundles is-bigint@1.1.0
146844 info postinstall is-bigint@1.1.0
146845 verbose rebuildBundles [ 'has-bigints' ]
146846 info install is-bigint@1.1.0
146847 info postinstall is-bigint@1.1.0
146848 info postinstall is-bigint@1.1.0
146849 verbose rebuildBundles [ 'has-bigints' ]
146850 info install is-bigint@1.1.0
146851 verbose rebuildBundles [ 'has-bigints' ]
146852 info install is-bigint@1.1.0
146853 verbose rebuildBundles [ 'has-bigints' ]
146854 info install is-bigint@1.1.0
146855 info postinstall is-bigint@1.1.0
146856 info postinstall is-bigint@1.1.0
146857 verbose unlock done using /Users/sam/.npm/_locks/is-bigint-871a704015b1d171.lock for /Users/sam/Work/Tech-test/node_modules/eslint-plugin-react/node_modules/array.prototype.flatmap/node_modules/es-abstract/node_modules/typed-array-byte-offset/node_modules/reflect.getprototypeof/node_modules/which-builtin-type/node_modules/which-boxed-primitive/node_modules/is-bigint
146858 verbose about to build /Users/sam/Work/Tech-test/node_modules/eslint-plugin-react/node_modules/array.prototype.flatmap/node_modules/es-abstract/node_modules/typed-array-byte-offset/node_modules/reflect.getprototypeof/node_modules/which-builtin-type/node_modules/which-boxed-primitive
146859 info build /Users/sam/Work/Tech-test/node_modules/eslint-plugin-react/node_modules/array.prototype.flatmap/node_modules/es-abstract/node_modules/typed-array-byte-offset/node_modules/reflect.getprototypeof/node_modules/which-builtin-type/node_modules/which-boxed-primitive
146860 verbose linkBins is-bigint@1.1.0
146861 verbose linkMans is-bigint@1.1.0
146862 verbose rebuildBundles is-bigint@1.1.0
146863 verbose unlock done using /Users/sam/.npm/_locks/is-bigint-01390e99e05ed6f4.lock for /Users/sam/Work/Tech-test/node_modules/eslint-plugin-react/node_modules/string.prototype.matchall/node_modules/es-abstract/node_modules/typed-array-length/node_modules/reflect.getprototypeof/node_modules/which-builtin-type/node_modules/which-boxed-primitive/node_modules/is-bigint
146864 verbose about to build /Users/sam/Work/Tech-test/node_modules/eslint-plugin-react/node_modules/string.prototype.matchall/node_modules/es-abstract/node_modules/typed-array-length/node_modules/reflect.getprototypeof/node_modules/which-builtin-type/node_modules/which-boxed-primitive
146865 info build /Users/sam/Work/Tech-test/node_modules/eslint-plugin-react/node_modules/string.prototype.matchall/node_modules/es-abstract/node_modules/typed-array-length/node_modules/reflect.getprototypeof/node_modules/which-builtin-type/node_modules/which-boxed-primitive
146866 info postinstall is-bigint@1.1.0
146867 verbose linkBins is-bigint@1.1.0
146868 verbose linkMans is-bigint@1.1.0
146869 verbose rebuildBundles is-bigint@1.1.0
146870 verbose linkBins is-bigint@1.1.0
146871 verbose linkMans is-bigint@1.1.0
146872 verbose rebuildBundles is-bigint@1.1.0
146873 verbose unlock done using /Users/sam/.npm/_locks/is-bigint-8bb4114a3c7ef1cf.lock for /Users/sam/Work/Tech-test/node_modules/eslint-plugin-react/node_modules/string.prototype.matchall/node_modules/es-abstract/node_modules/typed-array-byte-offset/node_modules/reflect.getprototypeof/node_modules/which-builtin-type/node_modules/which-boxed-primitive/node_modules/is-bigint
146874 verbose about to build /Users/sam/Work/Tech-test/node_modules/eslint-plugin-react/node_modules/string.prototype.matchall/node_modules/es-abstract/node_modules/typed-array-byte-offset/node_modules/reflect.getprototypeof/node_modules/which-builtin-type/node_modules/which-boxed-primitive
146875 info build /Users/sam/Work/Tech-test/node_modules/eslint-plugin-react/node_modules/string.prototype.matchall/node_modules/es-abstract/node_modules/typed-array-byte-offset/node_modules/reflect.getprototypeof/node_modules/which-builtin-type/node_modules/which-boxed-primitive
146876 info postinstall is-bigint@1.1.0
146877 verbose unlock done using /Users/sam/.npm/_locks/is-bigint-07753d7def4af3b1.lock for /Users/sam/Work/Tech-test/node_modules/eslint-plugin-react/node_modules/es-iterator-helpers/node_modules/es-abstract/node_modules/typed-array-length/node_modules/reflect.getprototypeof/node_modules/which-builtin-type/node_modules/which-boxed-primitive/node_modules/is-bigint
146878 verbose about to build /Users/sam/Work/Tech-test/node_modules/eslint-plugin-react/node_modules/es-iterator-helpers/node_modules/es-abstract/node_modules/typed-array-length/node_modules/reflect.getprototypeof/node_modules/which-builtin-type/node_modules/which-boxed-primitive
146879 info build /Users/sam/Work/Tech-test/node_modules/eslint-plugin-react/node_modules/es-iterator-helpers/node_modules/es-abstract/node_modules/typed-array-length/node_modules/reflect.getprototypeof/node_modules/which-builtin-type/node_modules/which-boxed-primitive
146880 verbose rebuildBundles [ 'has-bigints' ]
146881 info install is-bigint@1.1.0
146882 verbose unlock done using /Users/sam/.npm/_locks/is-bigint-4ea2892d748fc670.lock for /Users/sam/Work/Tech-test/node_modules/eslint-plugin-react/node_modules/string.prototype.repeat/node_modules/es-abstract/node_modules/typed-array-byte-offset/node_modules/reflect.getprototypeof/node_modules/which-builtin-type/node_modules/which-boxed-primitive/node_modules/is-bigint
146883 verbose about to build /Users/sam/Work/Tech-test/node_modules/eslint-plugin-react/node_modules/string.prototype.repeat/node_modules/es-abstract/node_modules/typed-array-byte-offset/node_modules/reflect.getprototypeof/node_modules/which-builtin-type/node_modules/which-boxed-primitive
146884 info build /Users/sam/Work/Tech-test/node_modules/eslint-plugin-react/node_modules/string.prototype.repeat/node_modules/es-abstract/node_modules/typed-array-byte-offset/node_modules/reflect.getprototypeof/node_modules/which-builtin-type/node_modules/which-boxed-primitive
146885 info postinstall is-bigint@1.1.0
146886 info postinstall is-bigint@1.1.0
146887 verbose linkBins is-bigint@1.1.0
146888 verbose linkMans is-bigint@1.1.0
146889 verbose rebuildBundles is-bigint@1.1.0
146890 verbose rebuildBundles [ 'has-bigints' ]
146891 info install is-bigint@1.1.0
